,Prediction
48515,4050080.5675542564
48516,3437486.9841218637
48517,3868384.7964164577
48518,5125058.237421166
48519,4570918.848351336
48520,4594808.3870311715
48521,4237173.694762012
48522,5689563.404789301
48523,3658592.112282986
48524,5146703.186087123
48525,5042643.684298308
48526,4830069.194998605
48527,4386594.557824679
48528,4557445.997735532
48529,3859632.6521086846
48530,4361333.361484816
48531,5208596.200438614
48532,4124852.3076138026
48533,3589287.119422258
48534,5067315.340171946
48535,3921444.59066609
48536,3136860.765167078
48537,4960547.942783901
48538,5375152.199857566
48539,4690083.95254952
48540,3273579.60396479
48541,4018473.284466747
48542,4634357.883613396
48543,3980835.78676869
48544,4753205.999673734
48545,4365142.26813278
48546,4206448.665916281
48547,4415161.0136563685
48548,3988796.4256644202
48549,3272450.48626253
48550,5481320.750434941
48551,5024640.778993399
48552,3453482.311071142
48553,3897753.4868777553
48554,4625718.680497171
48555,4294132.912153506
48556,3178977.380408503
48557,4227083.188470431
48558,3982387.631152726
48559,4524899.470464145
48560,4693240.105710769
48561,4968095.327121789
48562,4377642.303434581
48563,3565195.621843895
48564,4886616.150480836
48565,3856685.082782347
48566,4791715.289469116
48567,3987361.2433220292
48568,4303479.141141173
48569,4382746.601608478
48570,3929374.7599180713
48571,4918550.802323938
48572,4142473.220399845
48573,4807992.256849109
48574,4924564.785265643
48575,3927430.123612551
48576,3936764.4601214845
48577,4428798.089272259
48578,3275640.4323759372
48579,3939505.261952809
48580,5133971.162940942
48581,3881319.9980858793
48582,4952156.892308099
48583,3907873.4157222593
48584,3925383.736000268
48585,4284622.870657875
48586,4190546.458494904
48587,4956727.427562379
48588,4711121.4284619205
48589,4968308.208030489
48590,4635707.278050682
48591,4389317.844973018
48592,3956405.488489022
48593,4306143.6362620145
48594,3944868.5659325495
48595,5266374.947786858
48596,4054575.434603284
48597,4198659.562222358
48598,4729496.0766822845
48599,3816089.875603341
48600,4230711.309071074
48601,4176937.6182395616
48602,5619336.356465116
48603,5769150.3475504415
48604,5121678.04583008
48605,4073460.832362794
48606,3969942.5799403326
48607,5007315.733015804
48608,3621984.109746668
48609,4568991.228905729
48610,4681912.4920323
48611,3641941.761535545
48612,4514098.604501016
48613,4419917.322170638
48614,5679973.21567029
48615,4472044.400414859
48616,5121992.550970985
48617,4196806.44625528
48618,3881371.3336458956
48619,4679913.428604022
48620,3239824.4853609763
48621,4478850.768580655
48622,4595449.187879219
48623,4311229.959097866
48624,3979054.309656981
48625,5827361.914716791
48626,4165845.294718858
48627,3835093.213464418
48628,4215059.1015115855
48629,4697381.004929734
48630,5120976.168154607
48631,4971188.35036055
48632,3302218.485885878
48633,3875170.460121252
48634,3431987.807384127
48635,4324292.044533586
48636,4281485.565606879
48637,5156065.16513926
48638,4946379.773761538
48639,3990112.0787460357
48640,5054295.91182351
48641,4018328.439416169
48642,5019791.805408341
48643,3973321.935200335
48644,4632766.831126354
48645,4326065.699465652
48646,3284885.489990901
48647,4913000.575389357
48648,4531354.507047969
48649,5165891.184406636
48650,3868010.7539254194
48651,5185761.917151274
48652,4956262.945181277
48653,3230585.8383169444
48654,3557781.3412399786
48655,4647939.0112943975
48656,4231572.217233368
48657,4537663.764057014
48658,5049927.713494561
48659,3587327.38520637
48660,3296452.8186894367
48661,3604174.9433990167
48662,5542990.161634125
48663,4097127.4027135964
48664,3687942.6765321144
48665,3995680.535404376
48666,5391384.055544421
48667,5054639.546632494
48668,4339477.800761852
48669,3109936.193164273
48670,4394379.142881359
48671,4083500.174981264
48672,3868493.7773357932
48673,4640961.445782169
48674,3123278.8157453244
48675,3916979.1953890696
48676,5052916.954338191
48677,3957627.648749711
48678,5382248.791514029
48679,4244703.041751453
48680,4207949.997872974
48681,4613191.897370526
48682,3216165.072068477
48683,5028400.065232646
48684,3953334.234236551
48685,4719305.708785064
48686,3912546.1123702032
48687,5050143.61757447
48688,5052847.019602036
48689,4953224.140090802
48690,5277343.502307073
48691,5052248.203562911
48692,4897670.701239817
48693,3872645.8360192254
48694,3539748.5168930786
48695,5419100.527404399
48696,4687377.744763317
48697,4620975.887756952
48698,4680574.478355726
48699,4221793.666323006
48700,3608983.20539512
48701,3549447.123133848
48702,4630255.497798538
48703,4550511.888715053
48704,4379584.555560376
48705,3951969.6276525436
48706,3209598.958790969
48707,4285532.064764048
48708,4952882.51790659
48709,4941728.139783178
48710,4341137.266042485
48711,5143471.518797477
48712,5099619.734799084
48713,4680378.76266602
48714,4299798.814217258
48715,4913501.594020002
48716,3975097.4575969726
48717,4632403.707582903
48718,5687058.372746987
48719,4678829.475419554
48720,5034843.35719051
48721,4008895.2865728936
48722,4346321.612847016
48723,4361827.04952592
48724,4505711.575727186
48725,4693037.040849615
48726,4225101.2001619255
48727,3512192.5834274516
48728,4254073.311821578
48729,4462837.586142241
48730,4882985.568317442
48731,4377852.006629196
48732,5056753.02515546
48733,4530914.992903955
48734,4632460.413137654
48735,3884022.0353498473
48736,4168435.375234651
48737,4342694.158967948
48738,4622619.333184776
48739,3891257.870335273
48740,3485058.2058448493
48741,4023725.134928539
48742,4965440.731765648
48743,3965228.253398121
48744,4611522.815325023
48745,3494986.7486655735
48746,3912459.1197806792
48747,4662669.226509775
48748,5502441.853587648
48749,4967188.874286876
48750,4069469.6572001367
48751,3245475.919033399
48752,4620865.202571292
48753,3937033.616973547
48754,4234101.888297297
48755,4380182.141702055
48756,4642346.973235796
48757,3993936.388350907
48758,5244520.695637584
48759,4792177.219536457
48760,4291909.992175816
48761,4311030.87071014
48762,4070074.7100178087
48763,4572379.106120553
48764,3284189.08779418
48765,3591032.855970858
48766,4155499.6420683824
48767,4176619.9215202928
48768,3076853.5554607436
48769,3466471.7155330274
48770,3916279.0936723677
48771,4203321.705712802
48772,4164331.9987423914
48773,3189525.3235238492
48774,3507786.745455908
48775,5633319.39018315
48776,5405194.472239201
48777,4550178.071851773
48778,5159626.205297215
48779,5041473.440717563
48780,3911023.961887944
48781,3957383.292628968
48782,4653492.633955093
48783,5003401.016454393
48784,4248253.842906266
48785,4375959.230100943
48786,4037034.36643753
48787,4564169.94468387
48788,3583768.399491723
48789,3615686.92121687
48790,4234836.595108775
48791,4503011.1764992075
48792,5085938.127843008
48793,4766115.203379975
48794,4315857.423805417
48795,4052704.776006878
48796,4734693.730738983
48797,5092739.880982431
48798,4354997.769171159
48799,4220065.065502534
48800,5494428.6101356335
48801,4792547.971647123
48802,3951887.722873248
48803,3919518.404339826
48804,3701774.066155496
48805,3575008.163451431
48806,3865357.9906813228
48807,4647113.85728265
48808,3237511.232071695
48809,5345197.88326505
48810,5000395.847696818
48811,4396053.271661623
48812,4222599.524375689
48813,4634484.116733481
48814,4316989.036143022
48815,4326904.025279925
48816,3527298.071534983
48817,5462944.076645376
48818,4221485.0597606385
48819,4659832.541555984
48820,4638002.810864895
48821,3900617.1471171975
48822,4169038.941097139
48823,3949025.5563879893
48824,4952632.661151419
48825,5604336.526117735
48826,4495619.4562134845
48827,4227070.29238546
48828,5464662.057032997
48829,4847959.19880177
48830,5359023.760936109
48831,3875591.447621024
48832,3894483.1829212615
48833,3574793.0893126363
48834,3950799.444983424
48835,3897727.679058841
48836,4613387.152708976
48837,3105222.2652580217
48838,4684011.302132032
48839,3505991.3717567725
48840,4308020.487799736
48841,5259722.031554529
48842,4705752.161164213
48843,4183355.1567296362
48844,4208963.011939894
48845,4640148.485069159
48846,5498340.221768258
48847,4363840.268365878
48848,3185712.233193506
48849,5062500.342292444
48850,5406702.326517312
48851,3938352.2005249383
48852,3992826.1848525
48853,4717452.017201961
48854,4577712.7294887295
48855,3849142.6593257613
48856,3910945.208008917
48857,4356815.524448314
48858,4196479.105497473
48859,3883392.8702279925
48860,3546389.6211022045
48861,3432703.01447522
48862,5033198.1020313
48863,4968193.656086262
48864,3880431.7168834046
48865,4307485.226666844
48866,3626301.0097421454
48867,4704108.446656523
48868,3998030.7223399477
48869,4571489.844843998
48870,4240193.005904555
48871,3644989.706080833
48872,3691930.435408383
48873,3975112.723271373
48874,4869211.561876674
48875,3171309.8639219776
48876,4173247.6297039925
48877,3895950.4471446197
48878,4036144.6855105413
48879,3389055.3522870773
48880,5815925.906003269
48881,3904731.431700077
48882,4206264.996598262
48883,3628879.843448443
48884,4265054.90990225
48885,3909740.3340688897
48886,5785043.4978540875
48887,3967044.6296560033
48888,3538739.385710775
48889,3722913.4846258215
48890,5244768.243602321
48891,4580417.578477858
48892,3860561.201913107
48893,4016077.254672827
48894,3909897.884778999
48895,5006804.932853439
48896,4283762.492834863
48897,4621719.29882575
48898,5406500.4542993065
48899,3261215.170711236
48900,4613333.5531579945
48901,3093479.673340746
48902,3968837.8016188974
48903,4351894.921193162
48904,3881710.7494755727
48905,4510807.767532109
48906,3754643.2620397448
48907,3906885.013601858
48908,5736908.76804357
48909,5037258.15003945
48910,5146260.308323058
48911,4137801.97397332
48912,3909798.4747894476
48913,5017021.915781262
48914,4592300.38768655
48915,3541690.509569738
48916,4349666.233233608
48917,3692744.325195525
48918,4014124.0155740636
48919,4301469.4787511835
48920,3524943.7066367753
48921,5157861.87104199
48922,4959097.379312377
48923,4617231.37189374
48924,4889306.1732223015
48925,3610814.6938747102
48926,3910175.724350947
48927,4011787.188956813
48928,3417706.9683046495
48929,3973098.665225958
48930,3895472.9077597577
48931,4155166.5179561763
48932,3447490.658348982
48933,3994807.437234152
48934,4995950.734080011
48935,3932642.5660964306
48936,5374791.382106829
48937,4331955.506070734
48938,3516792.9037821237
48939,3221351.7395650735
48940,4605755.480853573
48941,4192050.32784423
48942,4754757.399393917
48943,3735005.9316152353
48944,4638563.758802182
48945,4631292.372000537
48946,4660812.814669439
48947,4274093.7170523815
48948,4097800.641620038
48949,3879587.3271498205
48950,4270678.143888966
48951,3499656.5517801265
48952,5920867.854940017
48953,3432930.434603625
48954,4724743.178392319
48955,4565745.622216333
48956,3574358.468802478
48957,3971886.9966436136
48958,4339865.336606465
48959,4100601.7788310163
48960,4270060.954154291
48961,4374343.450796053
48962,3474209.427239125
48963,4326826.703536684
48964,4197365.849869819
48965,4324666.740753571
48966,4335543.705476084
48967,5112625.379389189
48968,3198208.80883805
48969,3641218.399355065
48970,4515419.556845112
48971,4651245.347684381
48972,5910080.356736729
48973,5273073.103860947
48974,4676010.057739078
48975,5410063.453776558
48976,5122548.483865884
48977,4634641.831438885
48978,5213502.792528978
48979,5097440.692121932
48980,3598105.788323769
48981,3924898.55207287
48982,4774277.425018942
48983,3518362.3358309716
48984,4741632.479514017
48985,4722746.803431783
48986,3546880.003529869
48987,3742973.2427732386
48988,5041557.151318
48989,3914862.9354701126
48990,3971886.9966436136
48991,5790658.866711955
48992,3259203.1102890056
48993,4660527.262190765
48994,3906342.341430872
48995,3722146.305065749
48996,4028658.2249413747
48997,5108335.971351306
48998,3937115.609669516
48999,4715665.794596767
49000,3476297.4777120994
49001,3961249.9016628303
49002,4115782.2883459795
49003,3598577.78205631
49004,3584477.8908093167
49005,3885854.6959896926
49006,4370849.179413363
49007,3933054.14752054
49008,4034417.8746229503
49009,4319807.159516822
49010,3553743.4966376373
49011,3942963.181674367
49012,3550519.3284388063
49013,3243588.493561128
49014,5779579.241986535
49015,5085868.42497866
49016,5040510.747098944
49017,5057609.7570081465
49018,3945967.5304096267
49019,4333146.478838158
49020,4646461.141625089
49021,3718978.1028086054
49022,4729559.841475228
49023,3595623.807418865
49024,4980228.97698191
49025,3285811.2875213083
49026,3283006.432922035
49027,3626346.953786457
49028,4417611.498004429
49029,3981567.7266692957
49030,5346391.794814119
49031,3922155.159886195
49032,5042006.980967163
49033,4211684.966261339
49034,4038029.4616354527
49035,5838784.126201712
49036,4208825.46228198
49037,4208495.245853472
49038,4777444.519718701
49039,3976199.2849000576
49040,4587321.678872477
49041,4174705.226917512
49042,4984053.036381344
49043,5420390.039401509
49044,4176895.879392707
49045,3898835.5201095436
49046,3894070.7234836314
49047,3527779.753013776
49048,4543471.634087373
49049,4358874.308558012
49050,3578110.5607241313
49051,3519159.833333785
49052,3958960.747990908
49053,3615148.5549639305
49054,4392446.060649124
49055,3906320.737230731
49056,4608211.967193711
49057,3981997.9144297647
49058,5366706.24746987
49059,5032831.838180598
49060,3501879.0295755183
49061,3222397.2654534285
49062,3463803.640871893
49063,3878649.257649915
49064,5054064.499658722
49065,4104357.2794573777
49066,4067968.2591431635
49067,3922598.1295510726
49068,4710276.838774745
49069,4779450.015157497
49070,4549511.915418216
49071,4198246.7525515435
49072,4510782.586803846
49073,3262276.00598404
49074,3543256.7540066037
49075,4879678.679322526
49076,4521752.042046106
49077,4578151.28676487
49078,4395447.283117218
49079,4966300.610176381
49080,4349569.042442127
49081,5027380.754860289
49082,3989140.8048770837
49083,4636572.7129573105
49084,4576252.527047245
49085,3990850.362723874
49086,4520409.900582042
49087,4671943.223428997
49088,4407537.829658303
49089,4234080.841810778
49090,4005376.494738594
49091,5137744.8693554215
49092,3989880.7780447253
49093,4976792.879866299
49094,3718006.2779494612
49095,4601545.250990317
49096,4764539.70059049
49097,4961243.374260981
49098,5009564.016404453
49099,4637361.056273356
49100,4911553.149716735
49101,4238724.434836826
49102,5697527.084272539
49103,5310652.578306661
49104,5764107.475869423
49105,4987027.154287725
49106,3912552.476478956
49107,5328714.76818449
49108,4190156.8490716647
49109,3421532.070605576
49110,5433967.393504175
49111,3920226.089001614
49112,5681159.896195717
49113,4194570.197542429
49114,3198191.030993498
49115,4503359.768683321
49116,4246777.936160827
49117,4434428.314261718
49118,5914295.054007536
49119,4195691.2397107
49120,4178701.4022601685
49121,4967202.772735567
49122,5508704.372226041
49123,4382338.617255509
49124,4318387.858681841
49125,4530480.513167718
49126,3554791.474837621
49127,4241019.478185057
49128,5064255.740089595
49129,4161941.1032633134
49130,3467708.4579042746
49131,3540715.494146456
49132,4677783.303469595
49133,4528868.042799988
49134,4731386.632656169
49135,4280015.270887825
49136,5346915.339006217
49137,3640296.959106366
49138,3951226.238384313
49139,4225293.684520954
49140,3545708.80874929
49141,5864875.655761607
49142,5134589.96954241
49143,4404781.193910831
49144,5351597.790898398
49145,4943377.205138646
49146,4803743.835251271
49147,5109576.323061217
49148,5641484.093543069
49149,4005898.0581073146
49150,3624077.26642586
49151,4705968.496904691
49152,3799010.2780499146
49153,4512543.149622735
49154,4682040.6544875065
49155,4747716.487598182
49156,4010680.7529136497
49157,3872423.7994995364
49158,4597255.800709239
49159,3989055.4123642137
49160,3247200.79006415
49161,5174875.555922197
49162,4311193.35014906
49163,5135257.811459091
49164,5032107.520900585
49165,4606244.293308807
49166,4276401.252779474
49167,3944920.723377282
49168,5717983.657335786
49169,4185463.739266195
49170,4687200.138315038
49171,4280400.975402851
49172,4267171.57974492
49173,3910594.9453931334
49174,3907142.025314117
49175,4112689.37009726
49176,3200934.0423384123
49177,4327266.840634736
49178,5170917.245955595
49179,4683017.983848845
49180,4303092.938142095
49181,4660927.478020651
49182,3972807.477204389
49183,5000684.089033651
49184,4214693.574174646
49185,4366964.725309388
49186,5072866.081355722
49187,3705096.3662061864
49188,3842318.022229068
49189,4949720.089226645
49190,3505062.1378083453
49191,4666718.051747695
49192,4588136.59483447
49193,4209452.925606298
49194,4100698.4656786146
49195,3600663.458740121
49196,3904482.643449803
49197,3150742.5769026624
49198,5563552.789276472
49199,4753138.877779047
49200,4989048.503936509
49201,3946087.4204837284
49202,3990441.2274554726
49203,4116188.4150865143
49204,4763397.675298269
49205,4038322.7136358223
49206,5790980.304297654
49207,3370409.445137906
49208,3937110.53230196
49209,4996206.990027994
49210,3602883.307705015
49211,4218127.835968778
49212,5013995.100756455
49213,4351425.948266853
49214,4195120.742430361
49215,4604811.242428073
49216,4715598.971351544
49217,4561237.87830634
49218,4996566.5071520405
49219,5100394.502708338
49220,5255023.290872255
49221,4501532.713684288
49222,4698682.253907966
49223,3951399.8509305567
49224,3965146.281104002
49225,4760000.990458993
49226,3243716.3635703074
49227,3858832.8686976116
49228,4651132.892774525
49229,4713525.94500685
49230,5153630.550686274
49231,3547553.000150067
49232,4690860.710274674
49233,5783220.415138403
49234,4273860.362452951
49235,4303556.194353237
49236,5787243.197665955
49237,3541693.251070653
49238,3991013.091882901
49239,4607745.257421385
49240,4211590.126296776
49241,3960423.922694265
49242,4608114.030895537
49243,3510375.9275723537
49244,3756147.543064285
49245,3611276.913166022
49246,4418150.152947944
49247,4064087.7628413755
49248,4525578.113830082
49249,4344260.052331048
49250,4613336.003849427
49251,4278243.60771236
49252,3960167.759065548
49253,4353365.597434994
49254,4058377.0303481445
49255,4354734.993593016
49256,3892065.365546196
49257,4425260.249242165
49258,5045575.113703535
49259,4549351.182401567
49260,4215020.685063143
49261,4008895.2865728936
49262,3836467.515771294
49263,5492428.504540047
49264,3196274.973050895
49265,4345123.870137195
49266,3498232.679331147
49267,4939758.452722329
49268,3814601.0245130626
49269,4595033.017705298
49270,4218839.599008035
49271,3894846.0285395165
49272,3503827.9072904796
49273,5318361.729518667
49274,3891445.618488089
49275,3853359.291498228
49276,4208401.7646365985
49277,4947200.804628804
49278,3989595.62643022
49279,4488082.157341143
49280,4629583.979777935
49281,4652510.648369245
49282,4334084.884205428
49283,4677612.275832192
49284,4795577.317080894
49285,3548486.657947935
49286,4170505.686461574
49287,4972540.670160143
49288,4385133.367547928
49289,4351171.700156326
49290,4565590.4841946745
49291,3947441.5073871436
49292,4157288.4661155036
49293,4233144.5420864895
49294,3924374.339242812
49295,3845430.563206521
49296,4927141.386252355
49297,4946755.802845266
49298,5441379.805342586
49299,4358109.031491142
49300,4660301.163123711
49301,3982354.6798062255
49302,4103889.274589155
49303,5169540.006325739
49304,4108752.921140989
49305,4771170.199044114
49306,3212373.367416065
49307,5025236.999247186
49308,4340715.322506661
49309,4583800.465418137
49310,4718210.685412914
49311,4557592.18497125
49312,3553498.601514815
49313,3865095.429848532
49314,5109675.435801191
49315,5909614.334979331
49316,4581554.098708885
49317,3367310.4688191544
49318,4692507.049339901
49319,3907409.182947258
49320,3997190.6177272582
49321,4491093.2665298665
49322,3226856.706962183
49323,4600467.9605013
49324,3710855.24897765
49325,4510200.608049081
49326,4664941.364909393
49327,4361576.199675428
49328,4591238.040819299
49329,4540726.209770476
49330,3978271.144778977
49331,5000180.9815073935
49332,4216878.242591907
49333,5030696.7306844
49334,4034342.317953802
49335,5398634.609774914
49336,4470403.749015302
49337,4664005.942972124
49338,4290747.556516677
49339,5183285.870099873
49340,3785601.1231992324
49341,4201550.927055359
49342,4623621.39488214
49343,4580031.280483331
49344,3865150.307328011
49345,4270194.713141893
49346,4976410.725729098
49347,4503359.305331686
49348,4584182.125963427
49349,4212802.414647226
49350,3860028.0125058005
49351,3587098.516706843
49352,3667128.6340922504
49353,4375407.035235878
49354,5291954.353135627
49355,4163425.258395496
49356,3809069.477366361
49357,4239030.465757161
49358,4243582.88513554
49359,4375942.295907508
49360,3797425.6400802806
49361,3929161.838922181
49362,5077500.759932295
49363,4066865.9326031553
49364,5119169.328926117
49365,5005591.026469766
49366,3526613.4974379363
49367,3856891.0655471147
49368,4632726.209621022
49369,3997692.3994238265
49370,3904704.6652715057
49371,5433192.757252898
49372,4135838.6465461673
49373,4951871.0925110495
49374,3531541.9865326416
49375,4529767.734702073
49376,5227695.193671033
49377,5136092.651739028
49378,4193496.0224168417
49379,3882812.8615980204
49380,5112898.0786125325
49381,5786547.948205336
49382,3573172.3371916544
49383,4001270.5987333255
49384,4785611.512450669
49385,4183948.012832429
49386,4616671.095490095
49387,4391590.160722258
49388,4237385.093217297
49389,3513918.2936839117
49390,4431020.5452743955
49391,4218798.624720266
49392,5428128.208240175
49393,4072471.3159710797
49394,4334816.596371329
49395,4293279.724376398
49396,3988765.4117951635
49397,4918329.588187414
49398,4389322.865150687
49399,4682562.994349302
49400,4093157.784769234
49401,5864394.998555584
49402,4735987.423942733
49403,4179301.023035574
49404,3281619.9703799663
49405,4671212.539059829
49406,4698506.469097191
49407,4159184.7275784267
49408,3790852.671428629
49409,4305370.84885485
49410,3855502.5896495404
49411,3560704.059691963
49412,4171086.2964717215
49413,5095114.845056649
49414,4317962.204662792
49415,5333039.649212862
49416,5078022.464973684
49417,3977456.606363786
49418,3978886.6356897224
49419,3600601.2042082753
49420,5292374.967220791
49421,5106458.813991522
49422,4330290.712263411
49423,4031700.691668489
49424,3929978.220539081
49425,4632868.867099405
49426,4309117.13240617
49427,5019074.460997282
49428,3667879.166570857
49429,3918905.9016679265
49430,4715041.706043091
49431,3981238.2060517683
49432,5031002.175530643
49433,3535661.9520147108
49434,4634332.942068701
49435,3508324.627830673
49436,3992438.080945413
49437,4850386.595475446
49438,4173700.970068251
49439,4590863.576766
49440,4974558.700157781
49441,3286091.905321653
49442,4379005.228699308
49443,4628274.943189367
49444,4165536.0263099456
49445,4249465.915433296
49446,3887452.6534951506
49447,5615470.46565476
49448,4385434.351034745
49449,4499250.749833132
49450,3939273.447891879
49451,5065634.4425250385
49452,3778223.0816288367
49453,3999126.2164293183
49454,4362917.870460032
49455,5207697.038990933
49456,3839310.347182609
49457,4947002.877859612
49458,5114966.6547934655
49459,4582902.961776839
49460,4412481.796710879
49461,4185386.747680133
49462,5162023.3491872
49463,5102870.18086303
49464,3626810.923209305
49465,5429922.816096925
49466,4319466.420535416
49467,3533507.368989916
49468,3910153.1401746785
49469,4279329.863544729
49470,4991292.601845719
49471,4680215.764400092
49472,4605489.989456534
49473,4461698.460023635
49474,4667363.9356463235
49475,3230653.8063744092
49476,4730049.757669504
49477,4636648.844265019
49478,4649222.048598958
49479,4586941.84684007
49480,4231413.56062318
49481,3537682.6316441773
49482,4494930.423491832
49483,4207019.137255549
49484,4603640.051875298
49485,4700348.459282667
49486,3266287.306075517
49487,5031520.858731949
49488,4733665.128731576
49489,4198743.875654018
49490,3564118.8780866065
49491,3577900.0306157316
49492,3911206.3732372466
49493,4521845.296034569
49494,5043205.191278832
49495,4968275.101625871
49496,4856751.143871509
49497,3558432.3227208457
49498,4454580.557913321
49499,4894592.911180342
49500,4537982.227134651
49501,5044043.770934606
49502,3568397.290322693
49503,4677115.431757555
49504,4562846.188445888
49505,3923263.312437604
49506,4873119.753220226
49507,3469868.4762225635
49508,4598605.467508964
49509,3472545.293386669
49510,3531468.1387510933
49511,4894423.017664953
49512,5101914.066324684
49513,3628338.0672714273
49514,4251191.08467432
49515,5925625.084826283
49516,4051957.818566739
49517,5063239.15287677
49518,4691803.374604113
49519,3953152.163234224
49520,4414038.946416086
49521,4686610.579137049
49522,4517848.419240379
49523,4818411.837539264
49524,4376282.383731851
49525,3615217.136580351
49526,5773755.232971579
49527,3994328.8985028327
49528,4039511.7097713365
49529,3562633.100521962
49530,3652204.508659635
49531,4380210.771527065
49532,4153590.936255879
49533,3576673.0459210216
49534,3902221.6407731716
49535,4056561.360066266
49536,5060400.33301001
49537,3639055.7328882185
49538,3958799.7799057644
49539,4560511.578752108
49540,4602525.542001226
49541,4503114.341547171
49542,4677142.006929358
49543,4184970.371154261
49544,3916742.129630271
49545,4318200.553489492
49546,5054623.906483933
49547,4006361.5139013235
49548,3920324.0780308144
49549,5103954.002627321
49550,3835474.0596677368
49551,4744640.281451906
49552,4189734.820960503
49553,4585052.170957775
49554,4182741.67259823
49555,4033777.3582661557
49556,3225594.884126099
49557,4593132.891189557
49558,4680020.382402291
49559,3944297.035068549
49560,3581384.078770755
49561,3900536.75793726
49562,5071986.726468211
49563,3992547.3932397263
49564,3690802.4224382434
49565,3778151.7739219996
49566,3513073.392983742
49567,5002997.91778282
49568,4190156.8490716647
49569,3897552.360655287
49570,4209474.462835487
49571,4190956.713307722
49572,4264575.196201021
49573,4656123.849085289
49574,4989075.799960715
49575,4203002.930741536
49576,4195543.081108201
49577,4185479.0488207983
49578,4212327.976005174
49579,4759410.121734751
49580,4213222.562469297
49581,5342642.457219878
49582,4195749.786081547
49583,3934195.4379239175
49584,5335454.248139982
49585,4594375.744906367
49586,4448122.24836221
49587,3334705.6635141186
49588,3970266.431463733
49589,5163741.983490032
49590,5025313.528661858
49591,4016612.7528451304
49592,4703474.6285898015
49593,4599977.895978704
49594,4111026.0741853407
49595,4904608.49964069
49596,3155781.8914108602
49597,4249772.50015683
49598,4763544.9872410875
49599,3605543.4223384024
49600,3986354.5382053433
49601,4922064.884045201
49602,4300997.03450108
49603,3976126.651195231
49604,5111687.51558345
49605,5719687.727058479
49606,4759195.789399066
49607,4620354.757140324
49608,3986173.0499993376
49609,3153781.0943297017
49610,3624674.480281539
49611,5797809.514620717
49612,3872725.4828490424
49613,3862518.5946085867
49614,3243455.178454903
49615,4218256.516208061
49616,4606168.754853353
49617,4358646.415053668
49618,3938194.327697633
49619,3963582.673387607
49620,4157665.410742036
49621,4365551.896182714
49622,4674966.631343325
49623,4878699.395101328
49624,4372356.643255225
49625,4273127.92855067
49626,4016174.3469074764
49627,3872290.9500969853
49628,3413302.9332098067
49629,4960265.901911572
49630,4051814.793927003
49631,4546116.043122511
49632,4292436.211301175
49633,3596038.422473557
49634,3954520.321202093
49635,3675857.356877542
49636,5073531.454838402
49637,3149525.039621848
49638,4391326.266996879
49639,3953585.5378801683
49640,4937514.086078769
49641,4703957.223566318
49642,5005607.3452512715
49643,5119862.472614158
49644,5067621.08949204
49645,4148395.035176521
49646,4435705.770084707
49647,4629021.407862646
49648,4938048.664198465
49649,4404899.046551822
49650,4170271.579414041
49651,5442967.06282469
49652,3720576.8746086527
49653,4371316.788932664
49654,4612670.849183632
49655,4237438.57428908
49656,5291219.146096162
49657,3868256.704320554
49658,4585880.682309914
49659,5085159.552453759
49660,4606566.561056783
49661,4489144.789902093
49662,3446075.4884001412
49663,4262202.959204098
49664,4023819.8874328877
49665,5103648.28501625
49666,3585102.7999038547
49667,3986273.7795947054
49668,3485343.9337908365
49669,4679263.548379583
49670,4374229.283167311
49671,3209071.4708269564
49672,3681100.798335024
49673,4705550.944119652
49674,3266007.8289967068
49675,4292578.23939083
49676,3902055.0868732175
49677,4616884.7313170945
49678,5040693.828052135
49679,4050596.7151359785
49680,4255923.11456071
49681,4782631.404177713
49682,4284501.781099423
49683,5763699.033662429
49684,4724532.808241887
49685,4295315.883309085
49686,4048349.8422261984
49687,4939109.400553454
49688,4413950.134293468
49689,4133251.467789813
49690,5329616.247485763
49691,5646855.85369993
49692,4394328.327012874
49693,5057945.532687652
49694,3510525.06279731
49695,3842208.9694557907
49696,4559477.686289722
49697,5488513.78097795
49698,3981332.7917971257
49699,3433514.264129283
49700,5056486.246442742
49701,3970817.1032715365
49702,4888956.648839577
49703,3554451.9519187734
49704,4286037.298615435
49705,3929559.1375897587
49706,3604912.2925949404
49707,4183045.444694985
49708,4029149.083403968
49709,3854165.0444823136
49710,3350607.8768761056
49711,5411588.489943063
49712,3917199.6493907054
49713,4586549.547772539
49714,4011470.017460401
49715,3616627.214615336
49716,4611607.036976462
49717,4246044.806763406
49718,4174077.5810518833
49719,5157153.948517388
49720,4337191.0958142625
49721,3559473.788974207
49722,4630028.022925286
49723,4280896.926614905
49724,5314310.334090528
49725,5699001.946460391
49726,3903452.752226738
49727,4423028.436422736
49728,5399170.420969109
49729,4354115.637893112
49730,4031638.4021186233
49731,5012217.638311827
49732,4152724.8253115453
49733,3600357.3281456786
49734,4196427.67304015
49735,3523619.7262860066
49736,5337667.16724867
49737,4211168.81237793
49738,3587059.245534059
49739,3912077.6937267864
49740,4173617.8542019357
49741,4470536.986646061
49742,5116366.513752281
49743,3946296.098332233
49744,4687297.239145421
49745,3926707.6659440855
49746,3964389.4086963716
49747,4977694.31117914
49748,4366975.775486322
49749,4165260.2831221162
49750,4219920.618160754
49751,5018276.985599309
49752,5008543.225506733
49753,4062352.9544502203
49754,4591024.894371088
49755,4974856.33919685
49756,3942867.1588062737
49757,4643390.276989917
49758,5045640.009391019
